시즌,상대팀,공격득점,블로킹득점,서브득점,팀범실,상대범실,전체득점,상대득점,디그성공,리시브정확,세트성공,공격성공률,리시브효율,경기시간,세트승,세트패,결과,김연경,김연경득점,김연경시도,김연경성공,김연경공격차단,김연경범실,김연경성공률,김연경점유율
13,IBK기업은행,59,7,4,21,23,93,93,113,45,54,31.22,48.28,117,3,1,승,미출전,,,,,,,
13,한국도로공사,65,9,7,26,31,112,103,128,43,65,32.18,39.36,132,3,2,승,미출전,,,,,,,
13,KGC인삼공사,63,3,5,16,25,96,67,82,29,61,47.01,46.67,89,3,1,승,미출전,,,,,,,
13,GS칼텍스,49,6,4,17,24,83,99,94,36,46,30.43,37.50,106,1,3,패,미출전,,,,,,,
13,한국도로공사,47,8,3,11,17,75,50,80,15,43,40.17,30.23,77,3,0,승,미출전,,,,,,,
13,IBK기업은행,40,1,1,15,16,58,75,52,36,39,38.83,51.52,78,0,3,패,미출전,,,,,,,
13,현대건설,66,6,6,18,20,98,92,112,51,65,35.11,53.41,117,3,1,승,미출전,,,,,,,
13,IBK기업은행,64,6,6,18,19,95,103,105,40,60,34.59,34.02,125,2,3,패,미출전,,,,,,,
13,GS칼텍스,75,10,8,19,18,111,98,101,49,71,42.13,51.65,128,3,2,승,미출전,,,,,,,
13,현대건설,58,11,8,22,29,106,107,109,48,57,31.35,42.86,131,2,3,패,미출전,,,,,,,
13,KGC인삼공사,48,4,7,12,16,75,49,57,21,48,54.55,42.22,67,3,0,승,미출전,,,,,,,
13,한국도로공사,34,3,7,16,13,57,75,63,23,29,31.48,18.84,78,0,3,패,미출전,,,,,,,
13,IBK기업은행,66,9,0,20,23,98,98,102,46,64,37.93,43.75,125,3,2,승,미출전,,,,,,,
13,IBK기업은행,59,10,8,17,26,103,100,87,32,56,36.88,30.77,122,1,3,패,미출전,,,,,,,
13,IBK기업은행,70,11,4,17,15,100,110,115,51,69,35.18,47.06,131,2,3,패,미출전,,,,,,,
13,IBK기업은행,53,4,6,22,24,87,94,109,32,52,30.46,34.12,119,1,3,패,미출전,,,,,,,
14,IBK기업은행,63,15,5,27,25,108,96,125,43,61,32.64,42.35,126,2,3,패,미출전,,,,,,,
14,KGC인삼공사,68,11,8,28,21,108,96,100,34,66,39.31,33.70,118,3,2,승,미출전,,,,,,,
14,현대건설,31,4,1,14,13,49,75,53,27,26,27.68,29.41,67,0,3,패,미출전,,,,,,,
14,한국도로공사,38,4,2,21,10,54,75,74,30,37,29.46,35.71,83,0,3,패,미출전,,,,,,,
14,GS칼텍스,66,4,4,25,27,101,111,87,40,62,39.76,38.38,124,2,3,패,미출전,,,,,,,
14,한국도로공사,46,6,3,22,16,71,84,72,33,44,35.66,43.24,90,0,3,패,미출전,,,,,,,
14,GS칼텍스,47,2,7,14,21,77,68,71,28,47,38.21,42.86,89,3,0,승,미출전,,,,,,,
14,KGC인삼공사,32,3,2,19,9,46,75,54,27,31,29.36,27.14,71,0,3,패,미출전,,,,,,,
14,현대건설,41,3,3,12,12,59,75,70,43,40,33.33,60.61,78,0,3,패,미출전,,,,,,,
14,IBK기업은행,68,6,6,28,28,108,98,122,39,67,35.60,38.37,125,2,3,패,미출전,,,,,,,
14,IBK기업은행,30,5,2,16,14,51,75,56,17,29,30.61,15.38,77,0,3,패,미출전,,,,,,,
14,KGC인삼공사,48,10,4,14,13,75,64,80,27,48,38.10,41.94,85,3,0,승,미출전,,,,,,,
14,현대건설,50,4,9,11,14,77,69,90,29,50,34.97,37.31,92,3,0,승,미출전,,,,,,,
14,한국도로공사,66,9,6,24,17,98,110,110,46,64,34.38,41.35,127,2,3,패,미출전,,,,,,,
14,GS칼텍스,60,4,8,28,32,104,103,94,51,57,35.29,50.00,122,2,3,패,미출전,,,,,,,
14,한국도로공사,64,12,4,26,24,104,99,117,42,62,34.59,48.81,129,2,3,패,미출전,,,,,,,
14,GS칼텍스,58,10,7,18,28,103,97,108,43,55,31.87,44.44,135,3,2,승,미출전,,,,,,,
14,현대건설,61,10,3,16,14,88,99,100,48,57,35.88,44.09,119,1,3,패,미출전,,,,,,,
14,IBK기업은행,31,6,6,18,13,57,75,50,26,31,32.29,32.31,75,0,3,패,미출전,,,,,,,
14,KGC인삼공사,48,13,1,20,27,89,95,85,39,47,32.00,43.37,104,1,3,패,미출전,,,,,,,
14,IBK기업은행,30,3,4,14,12,49,75,46,32,29,30.30,42.03,69,0,3,패,미출전,,,,,,,
14,KGC인삼공사,58,8,4,20,25,95,105,107,45,55,30.05,45.16,117,3,2,승,미출전,,,,,,,
14,GS칼텍스,55,8,6,24,20,89,98,98,31,52,32.93,28.09,120,1,3,패,미출전,,,,,,,
14,현대건설,59,3,6,18,19,87,100,66,32,56,42.14,26.09,101,1,3,패,미출전,,,,,,,
14,한국도로공사,39,9,4,24,22,74,93,75,26,34,28.47,24.10,107,1,3,패,미출전,,,,,,,
14,KGC인삼공사,59,3,4,24,34,100,102,104,33,54,33.33,35.56,122,2,3,패,미출전,,,,,,,
14,IBK기업은행,68,9,7,23,24,108,102,107,48,61,35.42,48.94,135,3,2,승,미출전,,,,,,,
14,GS칼텍스,38,4,3,18,18,63,75,53,30,36,36.19,38.24,81,0,3,패,미출전,,,,,,,
14,한국도로공사,38,4,2,19,12,56,75,62,29,37,32.76,32.84,75,0,3,패,미출전,,,,,,,
14,현대건설,64,11,7,27,24,106,105,111,45,60,33.16,39.39,138,3,2,승,미출전,,,,,,,
15,KGC인삼공사,67,11,2,19,18,99,85,103,42,64,38.73,46.91,110,3,1,승,미출전,,,,,,,
15,GS칼텍스,44,5,5,14,16,70,79,68,24,40,34.11,24.32,93,0,3,패,미출전,,,,,,,
15,현대건설,43,7,4,21,21,75,68,74,31,39,34.68,45.76,90,3,0,승,미출전,,,,,,,
15,IBK기업은행,33,8,4,18,22,67,82,65,31,32,27.50,37.68,93,0,3,패,미출전,,,,,,,
15,한국도로공사,71,4,2,19,28,105,107,93,46,70,41.04,40.40,136,3,2,승,미출전,,,,,,,
15,GS칼텍스,70,11,7,17,24,112,109,91,38,68,42.94,34.34,135,2,3,패,미출전,,,,,,,
15,현대건설,40,14,2,8,18,75,61,67,28,40,37.04,45.61,79,3,0,승,미출전,,,,,,,
15,KGC인삼공사,56,7,3,17,9,75,66,86,30,53,38.62,45.31,88,3,0,승,미출전,,,,,,,
15,한국도로공사,55,6,4,29,14,79,93,84,34,52,34.59,33.71,107,1,3,패,미출전,,,,,,,
15,IBK기업은행,64,9,7,22,18,98,91,77,49,61,41.29,57.32,116,3,1,승,미출전,,,,,,,
15,GS칼텍스,46,13,4,12,13,76,58,82,24,45,35.66,40.00,86,3,0,승,미출전,,,,,,,
15,IBK기업은행,60,9,7,19,16,92,97,106,40,58,33.71,40.23,126,2,3,패,미출전,,,,,,,
15,한국도로공사,74,7,3,19,18,103,92,120,59,68,36.63,62.22,125,3,1,승,미출전,,,,,,,
15,현대건설,58,5,2,9,33,98,86,102,27,55,36.48,30.14,114,3,1,승,미출전,,,,,,,
15,KGC인삼공사,41,6,7,14,21,75,47,60,15,38,47.13,34.15,69,3,0,승,미출전,,,,,,,
15,현대건설,45,6,6,7,18,75,55,79,24,44,39.82,42.59,76,3,0,승,미출전,,,,,,,
15,GS칼텍스,37,3,1,18,7,48,75,60,32,36,32.74,42.86,74,0,3,패,미출전,,,,,,,
15,IBK기업은행,50,6,7,18,13,76,62,71,27,46,43.48,40.00,96,3,0,승,미출전,,,,,,,
15,한국도로공사,60,9,2,20,24,96,108,98,44,58,33.52,41.67,137,2,3,패,미출전,,,,,,,
15,KGC인삼공사,53,6,2,7,14,75,54,68,24,47,49.53,39.22,80,3,0,승,미출전,,,,,,,
15,KGC인삼공사,67,8,10,24,20,106,96,112,39,62,38.29,41.67,126,3,2,승,미출전,,,,,,,
15,현대건설,44,13,2,13,16,75,61,80,24,42,36.36,34.55,90,3,0,승,미출전,,,,,,,
15,IBK기업은행,70,9,0,22,26,105,94,107,46,68,38.25,51.76,134,3,2,승,미출전,,,,,,,
15,한국도로공사,36,7,1,18,17,61,79,79,43,30,26.67,59.15,92,0,3,패,미출전,,,,,,,
15,GS칼텍스,47,10,3,10,18,78,61,58,26,45,45.19,36.84,85,3,0,승,미출전,,,,,,,
15,GS칼텍스,47,10,1,8,18,76,66,74,22,44,38.84,28.33,93,3,0,승,미출전,,,,,,,
15,IBK기업은행,70,12,0,13,28,110,93,122,36,67,38.04,38.55,142,3,2,승,미출전,,,,,,,
15,KGC인삼공사,47,12,4,13,12,75,59,68,24,47,40.52,36.84,81,3,0,승,미출전,,,,,,,
15,한국도로공사,60,10,3,24,23,96,108,102,50,58,32.26,51.58,137,1,3,패,미출전,,,,,,,
15,현대건설,53,12,1,11,32,98,74,87,36,51,37.32,47.06,106,3,1,승,미출전,,,,,,,
15,한국도로공사,49,6,5,14,26,86,80,103,29,48,31.41,35.62,108,3,1,승,미출전,,,,,,,
15,한국도로공사,43,4,3,18,10,60,75,72,30,43,34.40,36.23,91,0,3,패,미출전,,,,,,,
15,한국도로공사,69,11,3,18,20,103,104,99,46,63,37.10,44.79,137,3,2,승,미출전,,,,,,,
15,한국도로공사,70,9,2,19,15,96,99,102,47,70,36.65,44.79,127,3,1,승,미출전,,,,,,,
16,한국도로공사,65,6,4,20,24,99,80,93,26,62,42.21,30.56,108,3,1,승,미출전,,,,,,,
16,GS칼텍스,39,7,1,21,22,69,77,77,20,35,29.77,18.84,93,0,3,패,미출전,,,,,,,
16,현대건설,43,8,4,9,20,75,50,61,10,43,45.74,21.43,77,3,0,승,미출전,,,,,,,
16,KGC인삼공사,70,7,5,35,19,101,105,115,51,67,34.15,49.49,145,2,3,패,미출전,,,,,,,
16,IBK기업은행,53,10,6,25,28,98,71,113,31,50,33.76,46.88,111,3,1,승,미출전,,,,,,,
16,IBK기업은행,47,8,3,13,16,75,50,49,19,41,51.09,37.50,75,3,0,승,미출전,,,,,,,
16,현대건설,56,12,4,17,26,98,103,85,46,55,34.36,40.63,125,2,3,패,미출전,,,,,,,
16,GS칼텍스,70,6,4,26,23,103,106,87,28,66,41.92,27.96,128,2,3,패,미출전,,,,,,,
16,KGC인삼공사,67,6,9,17,18,100,78,99,29,60,42.95,31.08,115,3,1,승,미출전,,,,,,,
16,한국도로공사,54,8,7,22,20,89,95,89,24,54,33.75,17.24,127,1,3,패,미출전,,,,,,,
16,KGC인삼공사,66,8,9,28,23,106,105,105,38,64,36.46,36.84,135,3,2,승,미출전,,,,,,,
16,현대건설,55,14,3,31,31,103,102,103,34,52,31.79,37.50,129,2,3,패,미출전,,,,,,,
16,GS칼텍스,50,7,3,11,15,75,59,56,18,45,48.08,31.48,86,3,0,승,미출전,,,,,,,
16,한국도로공사,61,14,4,17,22,101,87,113,34,58,34.08,39.74,129,3,1,승,미출전,,,,,,,
16,IBK기업은행,42,6,7,14,19,75,62,72,21,37,33.07,35.09,84,3,0,승,미출전,,,,,,,
16,IBK기업은행,49,7,4,13,15,75,53,61,10,46,47.12,13.73,79,3,0,승,미출전,,,,,,,
16,한국도로공사,59,10,4,17,23,97,111,93,35,58,33.91,31.31,130,2,3,패,미출전,,,,,,,
16,GS칼텍스,47,14,3,19,20,84,96,73,33,42,30.92,31.11,109,1,3,패,미출전,,,,,,,
16,현대건설,62,14,5,18,24,105,106,125,36,57,30.10,29.59,137,2,3,패,미출전,,,,,,,
16,KGC인삼공사,58,13,6,20,28,105,108,97,33,56,32.77,29.79,137,2,3,패,미출전,,,,,,,
16,현대건설,64,4,6,13,28,102,95,99,18,59,38.55,13.58,123,2,3,패,미출전,,,,,,,
16,IBK기업은행,59,5,3,24,21,90,101,116,30,59,31.22,26.60,124,1,3,패,미출전,,,,,,,
16,GS칼텍스,45,3,3,16,23,74,97,62,21,43,35.16,14.94,106,1,3,패,미출전,,,,,,,
16,한국도로공사,73,8,3,18,23,107,99,128,23,70,36.87,19.15,137,3,2,승,미출전,,,,,,,
16,KGC인삼공사,53,10,7,26,31,101,96,99,28,52,30.99,30.23,124,3,1,승,미출전,,,,,,,
16,현대건설,36,6,9,10,26,77,57,54,18,35,37.89,34.69,79,3,0,승,미출전,,,,,,,
16,IBK기업은행,55,3,2,17,15,75,57,77,21,52,44.35,32.14,80,3,0,승,미출전,,,,,,,
17,GS칼텍스,72,14,4,20,20,110,100,97,40,67,42.60,41.94,133,3,1,승,선발,25,47,20,3,4,42.55,27.81
17,KGC인삼공사,62,9,9,18,21,101,94,71,33,60,45.26,37.35,115,3,1,승,선발,21,36,19,1,5,52.78,26.28
17,한국도로공사,64,3,4,25,29,101,107,114,35,59,34.97,31.58,139,3,2,승,선발,26,55,24,2,4,43.64,30.05
17,현대건설,54,13,6,19,24,98,82,79,24,53,38.85,30.00,109,3,1,승,선발,26,39,21,1,0,53.85,28.06
17,IBK기업은행,49,7,3,12,16,75,57,84,14,47,39.20,25.00,83,3,0,승,선발,19,32,15,1,3,46.88,25.60
17,GS칼텍스,71,15,8,14,18,113,106,84,30,69,43.56,23.71,140,3,2,승,선발,38,63,35,3,2,55.56,38.65
17,한국도로공사,59,8,6,19,17,90,87,96,32,52,35.98,32.53,113,3,1,승,선발,28,65,25,2,6,38.46,39.63
17,현대건설,38,4,7,11,26,75,54,68,23,36,36.19,45.83,80,3,0,승,선발,17,34,15,1,1,44.12,32.38
17,IBK기업은행,46,5,5,16,19,75,52,54,13,45,51.11,19.57,78,3,0,승,선발,21,30,18,0,3,60.00,33.33
17,KGC인삼공사,56,8,5,19,24,93,81,74,18,51,47.46,20.29,98,3,1,승,선발,20,32,18,1,3,56.25,27.12
17,GS칼텍스,65,8,2,27,22,97,105,105,27,58,36.52,23.91,130,2,3,패,선발,36,67,32,3,4,47.76,37.64
17,한국도로공사,42,3,5,22,20,70,78,57,25,40,37.84,33.85,87,0,3,패,선발,21,41,20,0,4,48.78,36.94
17,IBK기업은행,44,10,7,10,14,75,60,50,24,40,45.83,38.89,77,3,0,승,선발,24,32,19,0,0,59.38,33.33
17,KGC인삼공사,69,11,6,15,24,110,102,93,37,65,42.86,35.11,131,3,2,승,선발,34,51,30,3,2,58.82,31.68
17,현대건설,63,10,5,29,28,106,101,98,43,59,37.95,46.59,120,2,3,패,선발,30,69,28,3,6,40.58,41.57
17,현대건설,50,5,5,7,16,76,65,67,28,47,40.98,42.19,85,3,0,승,선발,18,39,17,2,1,43.59,31.97
17,한국도로공사,78,10,4,23,22,114,106,127,55,74,39.00,51.52,144,3,2,승,선발,27,57,22,3,5,38.60,28.50
17,IBK기업은행,45,6,5,11,19,75,53,71,26,36,39.13,50.98,77,3,0,승,선발,16,32,13,0,1,40.63,27.83
17,KGC인삼공사,46,8,6,16,19,79,71,64,28,40,38.66,33.33,92,3,0,승,선발,15,29,12,2,2,41.38,24.37
17,GS칼텍스,61,15,4,17,18,98,88,72,40,57,43.88,48.19,115,3,1,승,선발,21,40,19,1,3,47.50,28.78
17,현대건설,64,11,6,21,24,105,107,103,39,63,36.57,35.00,132,2,3,패,선발,23,53,21,4,6,39.62,30.29
17,GS칼텍스,28,4,3,12,14,49,75,55,23,28,29.79,32.81,77,0,3,패,선발,13,25,12,1,1,48.00,26.60
17,한국도로공사,23,4,1,20,14,42,75,39,19,21,25.84,17.91,68,0,3,패,선발,6,16,6,2,2,37.50,17.98
17,IBK기업은행,25,1,0,12,15,41,75,60,27,25,22.32,35.38,71,0,3,패,선발,12,35,12,4,3,34.29,31.25
17,KGC인삼공사,61,11,3,17,22,97,82,80,28,58,42.96,36.99,111,3,1,승,선발,24,41,21,3,0,51.22,28.87
17,IBK기업은행,45,3,3,13,17,68,75,63,29,41,38.79,41.54,84,0,3,패,선발,19,35,17,1,2,48.57,30.17
17,GS칼텍스,55,6,4,16,15,80,97,60,33,53,42.64,27.47,111,1,3,패,선발,15,38,15,1,2,39.47,29.46
17,한국도로공사,58,12,8,15,19,97,86,84,28,57,40.56,33.75,115,3,1,승,선발,26,48,20,2,3,41.67,33.57
17,현대건설,47,5,3,24,20,75,101,73,29,45,31.33,28.74,106,1,3,패,선발,20,37,17,5,2,45.95,24.67
17,KGC인삼공사,29,6,0,15,14,49,75,59,27,26,25.66,30.99,73,0,3,패,선발,7,21,6,0,2,28.57,18.58
17,IBK기업은행,56,13,6,26,23,98,84,87,27,52,37.09,30.26,112,3,1,승,선발,29,45,27,0,3,60.00,29.80
17,IBK기업은행,49,6,2,16,13,70,97,70,31,49,34.75,23.40,102,1,3,패,선발,20,39,18,3,6,46.15,27.66
17,IBK기업은행,48,4,4,9,19,75,44,70,17,45,50.53,41.03,72,3,0,승,선발,23,37,22,0,1,59.46,38.95
17,GS칼텍스,34,2,1,19,12,49,75,41,25,33,35.42,36.76,77,0,3,패,선발,13,22,13,0,3,59.09,22.92
17,GS칼텍스,32,6,2,16,17,57,75,57,22,30,31.68,24.24,80,0,3,패,선발,11,35,10,0,2,28.57,34.65
17,GS칼텍스,61,8,3,17,30,102,101,75,28,54,41.50,26.97,132,2,3,패,선발,27,46,24,0,2,52.17,31.29
18,GS칼텍스,38,10,3,15,17,68,77,57,20,34,36.89,22.73,89,0,3,패,미출전,,,,,,,
18,IBK기업은행,63,8,5,16,21,97,83,109,22,61,37.50,25.00,121,3,1,승,미출전,,,,,,,
18,현대건설,49,11,5,23,22,88,93,72,23,46,36.30,15.48,115,1,3,패,미출전,,,,,,,
18,KGC인삼공사,51,6,2,24,19,78,90,77,31,48,37.78,29.11,107,1,3,패,미출전,,,,,,,
18,페퍼저축은행,64,6,4,21,31,105,101,84,30,61,42.95,30.86,127,3,1,승,미출전,,,,,,,
18,한국도로공사,58,8,5,27,15,86,104,90,23,53,35.58,12.63,126,1,3,패,미출전,,,,,,,
18,한국도로공사,44,9,6,28,24,83,97,79,35,42,29.53,36.90,107,1,3,패,미출전,,,,,,,
18,GS칼텍스,31,6,4,19,13,54,75,44,18,31,30.10,22.39,81,0,3,패,미출전,,,,,,,
18,KGC인삼공사,36,7,1,20,13,57,75,68,23,32,30.77,28.99,84,0,3,패,미출전,,,,,,,
18,IBK기업은행,42,7,1,15,14,64,77,80,15,41,31.11,13.04,93,0,3,패,미출전,,,,,,,
18,현대건설,53,9,1,19,23,86,93,76,21,49,37.32,20.00,111,1,3,패,미출전,,,,,,,
18,페퍼저축은행,58,10,8,18,23,99,81,82,17,53,41.73,14.49,109,3,1,승,미출전,,,,,,,
18,GS칼텍스,43,7,3,17,13,66,79,69,32,42,33.08,42.25,89,0,3,패,미출전,,,,,,,
18,한국도로공사,47,7,1,19,25,80,94,79,26,44,32.64,23.17,113,1,3,패,미출전,,,,,,,
18,현대건설,29,7,3,10,16,55,75,57,11,26,27.88,0.00,85,0,3,패,미출전,,,,,,,
18,IBK기업은행,51,6,4,19,18,79,72,70,27,48,40.80,36.92,94,3,0,승,미출전,,,,,,,
18,KGC인삼공사,42,10,4,11,19,75,47,70,9,39,40.38,14.63,78,3,0,승,미출전,,,,,,,
18,페퍼저축은행,60,11,3,18,25,99,87,76,25,54,41.96,27.03,116,3,1,승,미출전,,,,,,,
18,페퍼저축은행,69,13,5,18,12,99,83,87,30,64,44.52,33.33,111,3,1,승,미출전,,,,,,,
18,GS칼텍스,52,10,0,16,23,85,96,63,24,51,40.94,22.09,109,1,3,패,미출전,,,,,,,
18,KGC인삼공사,67,13,3,19,13,96,84,107,25,63,38.95,28.75,117,3,1,승,미출전,,,,,,,
18,한국도로공사,48,5,3,30,20,76,97,94,29,46,29.27,25.00,107,1,3,패,미출전,,,,,,,
18,IBK기업은행,68,7,7,18,25,107,111,110,36,63,35.23,32.65,133,2,3,패,미출전,,,,,,,
18,현대건설,32,12,3,24,24,71,97,73,20,29,24.81,5.88,101,1,3,패,미출전,,,,,,,
18,현대건설,30,7,2,19,18,57,75,53,23,27,27.03,30.77,79,0,3,패,미출전,,,,,,,
18,GS칼텍스,35,7,1,16,13,56,75,41,20,32,38.46,21.21,75,0,3,패,미출전,,,,,,,
18,한국도로공사,52,3,4,23,17,76,97,105,24,49,30.06,20.00,111,1,3,패,미출전,,,,,,,
18,KGC인삼공사,48,8,6,10,13,75,64,66,24,45,41.38,37.29,86,3,0,승,미출전,,,,,,,
18,페퍼저축은행,52,5,3,18,22,82,93,95,31,50,32.70,28.05,113,1,3,패,미출전,,,,,,,
18,IBK기업은행,32,3,3,15,15,53,75,58,16,30,29.63,18.46,80,0,3,패,미출전,,,,,,,
18,IBK기업은행,56,13,6,23,21,96,92,90,20,53,35.44,17.05,115,3,1,승,미출전,,,,,,,
18,한국도로공사,38,5,2,22,16,61,75,65,22,37,33.93,23.44,87,0,3,패,미출전,,,,,,,
18,GS칼텍스,32,8,4,25,19,63,75,65,19,32,28.32,20.90,86,0,3,패,미출전,,,,,,,
